Adventure Path Name,Adventure Path Link,Adventure,Adventure Name,Adventure Description
Giantslayer,https://pathfinderwiki.com/wiki/Giantslayer,Anvil of Fire,https://pathfinderwiki.com/wiki/Anvil_of_Fire,"Tracking down the Storm Tyrant?sfire giant allies, the heroes head for the elite military academy where the Storm Tyrant is training officers for his giant army, a subterranean dungeon complex beneath the caldera of a dormant volcano in the Mindspin Mountains. Facing off against the fire giant king Tytarian and his family, the heroes learn about the Storm Tyrant?s plans to invade Belkzen and lead an army of giants and orcs to conquer the nations of Avistan and gain valuable intelligence about the Storm Tyrant?s flying cloud castle and his top generals."
Giantslayer,https://pathfinderwiki.com/wiki/Giantslayer,Shadow of the Storm Tyrant,https://pathfinderwiki.com/wiki/Shadow_of_the_Storm_Tyrant,"The heroes emerge from a fire giant dungeon into a volcano?s caldera, where the Storm Tyrant?s stolen cloud castle floats high above. As the castle takes off into the sky, the heroes must storm the castle and defeat the Storm Tyrant?s guardians and elite giant allies. Finally, they must face the Storm Tyrant himself and his dominated red dragon to put an end to his megalomaniacal push for power. Will the heroes defeat Volstus the Storm Tyrant, or will all of Avistan bend its knee to the mighty warlord and his giant armies?"
Hell's Rebels,https://pathfinderwiki.com/wiki/Hell%27s_Rebels,In Hell's Bright Shadow,https://pathfinderwiki.com/wiki/In_Hell%27s_Bright_Shadow,"The city of Kintargo has long been a safe haven for artists, freethinkers, and those marginalized by the oppressive Chelish government, but now the city has been placed under martial law by inquisitorBarzillai Thrune. When a protest turns into a riot, a new group of heroes comes together to form an organized resistance against the devil-binding government and the church of Asmodeus?but can they survive long enough to establish allies? Or will they become the latest victims of the Thrice-Damned House of Thrune?"
Hell's Rebels,https://pathfinderwiki.com/wiki/Hell%27s_Rebels,Turn of the Torrent,https://pathfinderwiki.com/wiki/Turn_of_the_Torrent,"The rebel group known as the Silver Ravens once fought for independence in the city of Kintargo, but after the nation's civil war came to an end, they disbanded?until today! Now, new heroes have re-established the rebel group to stand against the inquisitorBarzillai Thrune and his oppressive diabolic regime. But before the Silver Ravens can rise up, they'll need allies?friends among powerful groups like the Hellknights of the Torrent, Kintargo's established rebel cults, and disenfranchised agents of the government itself. But until the heroes find the perfect hideout for their rebellion?a place secret enough and strong enough to withstand the battles to come?they'll be forced to stay in the shadows. When a perfect site for their headquarters comes along, will the heroes survive long enough to claim it as their own?"
Hell's Rebels,https://pathfinderwiki.com/wiki/Hell%27s_Rebels,Dance of the Damned,https://pathfinderwiki.com/wiki/Dance_of_the_Damned,"With a hideout in the city of Kintargo established, the heroes of the growing rebellion are poised to take back the city. But before their group, the Silver Ravens, can strike against the diabolicHouse Thrune, a few final preparatory steps must be completed. Forging alliances with nearby tribes of aquatic elves and the free-city of Vyre and closing the mountain pass known as Menador Gap will cut off Cheliax's easy sea and land routes, forcing Inquisitor Barzillai Thrune to rely on his resources at hand to defend his control of Kintargo. Yet nothing is as simple as it could be, and the dangers awaiting the heroes of the revolution in the nearby seas, mountains, and the sin-wracked city of Vyre are not always those you can defeat with a spell or sword. And of course, Barzillai Thrune won't take these new developments lying down?what retributive reaction might one of Cheliax's most dangerous inquisitors have in plan for the Silver Ravens?"
Hell's Rebels,https://pathfinderwiki.com/wiki/Hell%27s_Rebels,A Song of Silver,https://pathfinderwiki.com/wiki/A_Song_of_Silver,"The time has come to take back the Silver City of Kintargo! Too long has the diabolic Lord-Mayor Barzillai Thrune inflicted upon his citizens cruelties and increasingly oppressive laws. The heroes of the beleaguered city finally strike back, and as their rebellion mobilizes in the city streets to stand against the corrupt government's minions, the heroes themselves must strike at the sources. Rescuing old heroes from forgotten prison cells, reclaiming control of historic and key locations, and the performance of an ancient song that was used years ago to protect the city from Hell's agents are but the preamble for the decisive battle, an assault on the enormous Temple of Asmodeus!"
Hell's Rebels,https://pathfinderwiki.com/wiki/Hell%27s_Rebels,The Kintargo Contract,https://pathfinderwiki.com/wiki/The_Kintargo_Contract,"The Silver Ravens have defeated Paracount Barzillai Thrune and liberated the Silver City of Kintargo, but unless steps are taken to protect what they've won, it's just a matter of time before the rulers of Cheliax respond with open war?a war that would likely destroy Kintargo. The key to Kintargo's defense lies in the lines of a single sprawling scroll recovered from the Church of Asmodeus?the Kintargo Contract. Within this contract's rules and stipulations lie numerous loopholes and opportunities to use Cheliax's own love of law against them; to use the Kintargo Contract to secure not just the city, but the surrounding region's freedom from the infernal machinations of House Thrune and the Church of Asmodeus. Yet as the heroes set about securing these loopholes, an old menace from Kintargo's past seizes the opportunity to strike while the city still reels from its recent upheavals. Before Kintargo can be sheltered from Cheliax, the heroes must save her from a monster of her own making!"
Hell's Rebels,https://pathfinderwiki.com/wiki/Hell%27s_Rebels,Breaking the Bones of Hell,https://pathfinderwiki.com/wiki/Breaking_the_Bones_of_Hell,"With the recovery of the Kintargo Contract and numerous alliances in place, the so-called Silver City of Kintargo and its surrounding region of Ravounel is now protected from invasion by Cheliax. The heroes of Kintargo are ready to sign formal treaties and accords with Cheliax to secure Kintargo's independence, yet enemies made during the region's liberation remain active and bear grudges. Worse, the one-time despotic ruler of Kintargo, Barzillai Thrune lives on in the depths of Hell, and his plans for the region have only been slowed. Strange manifestations of ghostly spirits and infernal hauntings spread through Kintargo, and before long, the truth cannot be ignored?the high-inquisitor's death has only made him more powerful, and the secret to stopping him forever lies hidden in the roots of Hell itself! Can Kintargo's heroes brave the depths of the pit to ensure the city is finally and forever safe from Barzillai Thrune?"
Hell's Vengeance,https://pathfinderwiki.com/wiki/Hell%27s_Vengeance,The Hellfire Compact,https://pathfinderwiki.com/wiki/The_Hellfire_Compact,"A paladin of Iomedae and knight-errant of the Glorious Reclamation comes to the town of Longacre, inspiring the citizens to join the uprising against the Thrice-Damned House of Thrune. First as amoral mercenaries, then as retainers of the wicked archbaron of Longacre, the evil adventurers must move quickly to put down the uprising and keep the town from falling to the knights? rebellion."
Hell's Vengeance,https://pathfinderwiki.com/wiki/Hell%27s_Vengeance,Wrath of Thrune,https://pathfinderwiki.com/wiki/Wrath_of_Thrune,"Longacre remains in Thrune?s hands, but the knights of the Glorious Reclamation have conquered the town of Kantaria, where their goddessIomedae once ruled as a mortal. Your villainous adventurers, now official agents of House Thrune, must retake the town, which is a holy site to the knights. Can your evil characters earn greater infamy and prestige for themselves by issuing the Glorious Reclamation a serious defeat in their greatest territorial gain so far, or will the rebellion continue unchecked across Cheliax?"
Hell's Vengeance,https://pathfinderwiki.com/wiki/Hell%27s_Vengeance,The Inferno Gate,https://pathfinderwiki.com/wiki/The_Inferno_Gate,"The Thrice-Damned House of Thrune wants to seal the Inferno Gate, an uncontrolled portal to Hell, and the nefarious player characters are tapped to accomplish the task. To perform the required ritual, they must acquire key components held by a hellspawn thieves? guild and the HellknightOrder of the Pike, as well as battle angelic foes and the knights of the Glorious Reclamation. But before they can complete the ritual, the characters face betrayal at the hands of one of their closest allies. Will the villains defeat this traitor in their midst and close the gate to Hell?or better yet, make a deal with a devil for control of the portal?or will they become sacrifices to the Inferno Gate?"
Hell's Vengeance,https://pathfinderwiki.com/wiki/Hell%27s_Vengeance,For Queen & Empire,https://pathfinderwiki.com/wiki/For_Queen_%26_Empire,"The Hell's Vengeance Adventure Path marches on! Her Infernal Majestrix Queen Abrogail II of Cheliax summons her agents to the city of Egorian to address the current crisis with the Glorious Reclamation. Arriving in the imperial capital, the adventurers find themselves swept up in the cutthroat politics of the imperial court. To impress the queen and secure a royal audience, the wicked characters must scour Egorian to root out and eradicate a secret organization that works to free halfling slaves. But to truly earn Queen Abrogail's trust, the adventurers must perform a sacrifice for the queen to renew Thrune's contract with Hell, and there are many?both within the court and without?that wish to see Thrune dethroned."
Hell's Vengeance,https://pathfinderwiki.com/wiki/Hell%27s_Vengeance,Scourge of the Godclaw,https://pathfinderwiki.com/wiki/Scourge_of_the_Godclaw,"Now bound to Queen Abrogail by infernal contracts, the villainous adventurers are given the task of destroying the Glorious Reclamation's headquarters in the former citadel of the HellknightOrder of the Godclaw, where they face a gold dragon that was once an ally of Iomedae herself! With the dragon defeated and the citadel secured, the vile characters must perform an evilritual, using the dragon?s head to craft a legendary weapon capable of defeating the Glorious Reclamation?s army of valorous knights."
Hell's Vengeance,https://pathfinderwiki.com/wiki/Hell%27s_Vengeance,Hell Comes to Westcrown,https://pathfinderwiki.com/wiki/Hell_Comes_to_Westcrown,"Cheliax's largest city, Westcrown, has fallen to the Glorious Reclamation, and the eviladventurers are sent to reclaim the city in the name of Thrune. Armed with the legendary weapon they created from a gold dragon's head, the nefarious characters confront the Glorious Reclamation's army and break their siege of a nearby Hellknight citadel. Once the army is defeated, the villains enter Westcrown, where they must undermine the chivalrous knights' rule of the city. Finally, they must face the founder and Lord Marshal of the Glorious Reclamation to end the rebellion and restore the Thrice-Damned House of Thrune's rule over the Empire of Cheliax."
Strange Aeons,https://pathfinderwiki.com/wiki/Strange_Aeons,In Search of Sanity,https://pathfinderwiki.com/wiki/In_Search_of_Sanity,"The adventurers awaken within the walls of the eerie Briarstone Asylum, their minds wracked and memories missing. As they work together to recover their missing time, they soon learn that the cause of their eerie amnesia is but a symptom of a much greater cosmic menace. As they struggle to retain their sanity, the heroes must ally with other asylum residents and fight against the monstrosities that have taken over the asylum and plunged it into nightmare. Can the adventurers defeat the terror that stalks the halls and free themselves from their prison of madness?"
Strange Aeons,https://pathfinderwiki.com/wiki/Strange_Aeons,The Thrushmoor Terror,https://pathfinderwiki.com/wiki/The_Thrushmoor_Terror,"After escaping from the waking nightmare of Briarstone Asylum, the former captives venture to the dismal town of Thrushmoor to unravel the enigma of their lost memories. Upon arrival, the adventurers discover that the town's leadership has either fled town or gone missing, and a rash of kidnappings and rumors of the Briarstone Witch spread terror through the people of Thrushmoor. As the adventurers investigate the unsettling mysteries, they uncover a secretive cult who plans to use Thrushmoor's ancient monuments to grow their strength and power. Will the adventurers discover the secret to their affliction and find an answer in an uninviting town, or will they fall victim to the ruthless cult that wants to slay the people of Thrushmoor as a sacrifice?"
Strange Aeons,https://pathfinderwiki.com/wiki/Strange_Aeons,Dreams of the Yellow King,https://pathfinderwiki.com/wiki/Dreams_of_the_Yellow_King,"The cult of Hastur no longer threatens Thrushmoor, and now the adventurers discover the final clues needed to solve the enigma of their lost memories. Boarding a riverboat to Cassomir, the adventurers begin researching the manuscripts found in Iris Hill during the previous adventure. From these esoteric tomes, the adventurers discover a ritual that allows them to explore the Dreamlands in order to reclaim the parts of their minds they lost and track down their obsessed and corrupted former employer. After completing a number of bizarre and demanding dream quests, the adventurers find the answer to their fragmented minds, but they learn a greater threat looms over Golarion. Can they survive the perilous Dreamlands and emerge complete or will the adventurers be stranded in a dimension of nightmares?"
Strange Aeons,https://pathfinderwiki.com/wiki/Strange_Aeons,The Whisper Out of Time,https://pathfinderwiki.com/wiki/The_Whisper_Out_of_Time,"With their memories once again intact, the adventurers continue their pursuit of Count Lowls after hearing that he?s set course for a lost city in a remote part of Casmaron called the Parchlands. On the race to find the wayward count before he does something terrible, the adventurers must first visit Cassomir where they believe he is meeting with an old associate, but find only danger in his absence. Then, they travel to Katheer, capital city of Qadira, to track down a blasphemous tome in a hidden library in order to find details of the count?s destination. Finally with the information in hand, they venture to the slave-trading city of Okeno for the final piece of the puzzle and where they meet a mysterious and alien ally. The race is on to stop their crazed nemesis and learn more about his loathsome plans before they stumble onto something too large to tackle!"
Strange Aeons,https://pathfinderwiki.com/wiki/Strange_Aeons,What Grows Within,https://pathfinderwiki.com/wiki/What_Grows_Within,"After finding the route to the lost city of Neruzavin, the adventurers must mount an expedition into the vast and deadly desert region called the Parchlands, where they hope to catch up to their treacherous former employer. They brave the deadly desert to arrive in an abandoned city at the edge of a lake where a Great Old One slumbers, where they must track Count Lowls?s party, recover a vile tome, activate the city?s Star Stelae, and perform a powerful ritual that allows them to follow the Count to Carcosa. Along the way the characters must be careful they don?t wake the slumbering Great Old One or stir up the flying polyps sealed beneath the city."
Strange Aeons,https://pathfinderwiki.com/wiki/Strange_Aeons,Black Stars Beckon,https://pathfinderwiki.com/wiki/Black_Stars_Beckon,"The black stars rise above lost Carcosa. Arriving in the alien city, the adventurers must sever the links that bind Carcosa to Golarion. In wandering the parasitic city the characters navigate the frozen ruins of an elder thing city, deal with accursed partygoers in a reflection of an Azlanti city, and encounter a mute musician who can help them find their way in the maddening streets of lost Carcosa. Can the heroes keep Carcosa from drawing Thrushmoor into its amalgam of stolen cities or do they risk waking the unspeakable nightmare that stirs in the depths of Lake Hali? They must break these links or else Thrushmoor and Golarion are doomed to greet the King in Yellow."
Ironfang Invasion ,https://pathfinderwiki.com/wiki/Ironfang_Invasion_(adventure_path),Trail of the Hunted,https://pathfinderwiki.com/wiki/Trail_of_the_Hunted,"In the war-torn nation of Nirmathas, far from the battlefront, the sleepy little town of Phaendar is rocked by the sudden appearance of an overwhelming foe! The heroes must flee their homes, saving whatever friends and supplies they can, as the monstrous Ironfang Legion and their insidious General Azaersi begin carving out an empire of monsters from the dregs of Nirmathas and Molthune alike. The heroes must guard their band of survivors in the wilderness, challenge a troglodyte tribe for safe haven, and face the brutal bounty hunters dispatched to end their flight to freedom!"
Ironfang Invasion ,https://pathfinderwiki.com/wiki/Ironfang_Invasion_(adventure_path),Fangs of War,https://pathfinderwiki.com/wiki/Fangs_of_War,"With their colony of survivors safe for the moment, the heroes must scour the wilderness of the Fangwood for resources, and make contact with anyone who can help them strike back against the invading Ironfang Legion. But as they push into the wilds, all signs point to the legendary Chernasardo Rangers being wiped out or imprisoned by the merciless black dragonIbzairiak! The heroes must face hostile fey and mythical beasts now claiming the ruined fortresses left in the dragon's wake in order to save what remains of these legendary freedom fighters and begin the foundation of their own army!"
Ironfang Invasion ,https://pathfinderwiki.com/wiki/Ironfang_Invasion_(adventure_path),Assault on Longshadow,https://pathfinderwiki.com/wiki/Assault_on_Longshadow,"Having rescued what remains of the Chernasardo Rangers, the heroes have their first chance to take the offensive against the Ironfang Legion when rumors emerge of the monstrous invaders massing to the north to siege the refinery town of Longshadow. If the Legion succeeds, their inhuman empire tightens its grip across western Nirmathas, and the mines and refineries would grant them all the raw materials their engine of war requires. But the Legion's heavy focus on Longshadow leaves their flanks vulnerable to a campaign of sabotage and harassment! Can the PCs end the hobgoblin siege, and in the process discover the secret behind the Ironfang Legion's lightning-quick raids and unseen troop movements?"
Ironfang Invasion ,https://pathfinderwiki.com/wiki/Ironfang_Invasion_(adventure_path),Siege of Stone,https://pathfinderwiki.com/wiki/Siege_of_Stone,"The Ironfang Legion's secret weapon has been revealed! An ancient dwarven artifact known as the Stone Road allows the hobgoblins to move their forces hundreds of miles at a time, completely unseen. Whatever secrets?and vulnerabilities?the Stone Road may have lie sealed within the dwarven Sky Citadel of Kraggodan. To enter the besieged fortress-city, the heroes must brave the dangers of the Darklands, including morlock fanatics and their slithering god, and duergarslavers, only to find what they need in long-abandoned corners of the ancient city now dominated by horrors from deep below."
Ironfang Invasion ,https://pathfinderwiki.com/wiki/Ironfang_Invasion_(adventure_path),Prisoners of the Blight,https://pathfinderwiki.com/wiki/Prisoners_of_the_Blight,"With the secrets of the Stone Road and its focus, the Onyx Citadel, finally revealed, the PCs only need an army of their own to push back against the Ironfang Legion. But with Nirmathas's ragtag forces occupied with Molthune and the Legion tearing at the nation?s underbelly, the heroes require unconventional allies to build that army. Legends tell of an ancient fey nation that once controlled the Fangwood Forest, and now lies imprisoned by the corrupted dryadArlantia and her otherworldly Darkblight. Can the heroes survive this twisted, fey wonderland and defeat its mistress, or will they succumb to the same sentient plants, terrifying dragon, and legendary beasts that have claimed so many before them?"
Ironfang Invasion ,https://pathfinderwiki.com/wiki/Ironfang_Invasion_(adventure_path),Vault of the Onyx Citadel ,https://pathfinderwiki.com/wiki/Vault_of_the_Onyx_Citadel_(adventure),"For months, the merciless Ironfang Legion has struck out against humanity from its impenetrable, otherworldly Onyx Citadel! But now in possession of a key to this stronghold, the bold adventurers must rally their allies, breach the barrier between worlds, tame an alien wilderness, and finally bring the fight to their hobgoblin conquerors! Can the heroes best the Legion's most devious commanders, including the unparalleled warrior-general Azaersi, or will they fall as readily as their homeland before hobgoblin blades?"
Ruins of Azlant ,https://pathfinderwiki.com/wiki/Ruins_of_Azlant_(adventure_path),The Lost Outpost,https://pathfinderwiki.com/wiki/The_Lost_Outpost,"The Ruins of Azlant Adventure Path begins with the adventurers standing on the deck of a ship ready to make landfall at their new home. However, dread settles in as they notice that the colony is empty and abandoned. Tasked with finding out what happened to the previous colonists, the adventurers go ashore and explore the deserted settlement. Uncovering strange evidence leads the adventurers across the island where they encounter two survivors that can give them clues as to what happened the rest of the first wave of colonists. Can the adventurers survive long enough to discover what truly happened?"
Ruins of Azlant ,https://pathfinderwiki.com/wiki/Ruins_of_Azlant_(adventure_path),Into the Shattered Continent,https://pathfinderwiki.com/wiki/Into_the_Shattered_Continent,"After working to secure their settlement on the lost continent of Azlant, the adventurers aid the colony by exploring the rest of the island in search of resources and to look for potential dangers. After a few days spent on exploratory missions and returning to the settlement each night, they begin to notice that some people in the settlement are acting strangely, a haunting echo of the clues left behind after the original settlers vanished. Sinister forces are at work in the colony and the adventurers must uncover a menacing threat to the settlement before they become the next victims of a vile plot."
Ruins of Azlant ,https://pathfinderwiki.com/wiki/Ruins_of_Azlant_(adventure_path),The Flooded Cathedral,https://pathfinderwiki.com/wiki/The_Flooded_Cathedral,"As the adventurers work to track down the missing colonists, the trail leads to a nearby island. There, the adventurers discover the submerged ruins of a cathedral dedicated to a now-dead god that has become a lair of an ichthyic monster and its cunning minions. The adventurers must fight their way through flooded chambers and vicious monsters to find the kidnapped colonists and learn the greater threat to the region and to humanity as a whole."
Ruins of Azlant ,https://pathfinderwiki.com/wiki/Ruins_of_Azlant_(adventure_path),City in the Deep,https://pathfinderwiki.com/wiki/City_in_the_Deep,"On the trail of a powerful ancient enemy, the adventurers seek more information in a merfolk city teeming with intrigue just beneath the waves. They arrive in the free city around the same time that a group of deep merfolk came to the city claiming that the place is in the path of a destructive sea monster. This warning is nothing more than a ruse for the campaign's villain to uncover the location to a secret Azlanti military laboratory that contains a dangerous weapon. The adventurers must carefully maneuver the social currents of the underwater city and unravel dangerous intrigue to get to the bottom of the merfolk's plot and discover where the ancient enemy is headed so they can stop it."
Ruins of Azlant ,https://pathfinderwiki.com/wiki/Ruins_of_Azlant_(adventure_path),Tower of the Drowned Dead,https://pathfinderwiki.com/wiki/Tower_of_the_Drowned_Dead,"After learning that a powerful and ancient enemy is planning to steal a doomsday weapon and use it against humanity, the adventurers visit a ruined undersea tower belonging to an undead survivor of the cataclysm that destroyed ancient Azlant. In pursuit of the veiled master who they believe has infiltrated the tower, the heroes make their way through the submerged ruin, fighting against the tower's defenses and undead occupants only to realize that the veiled master already slipped out with the lich's phylactery and the location of the devastating weapon. Can the heroes also learn the location of the facility and escape alive to confront the veiled master or will they end up entombed in the drowned tower?"
Ruins of Azlant ,https://pathfinderwiki.com/wiki/Ruins_of_Azlant_(adventure_path),Beyond the Veiled Past,https://pathfinderwiki.com/wiki/Beyond_the_Veiled_Past,"The insidious veiled masters who sunk Old Azlant beneath the treacherous ocean in ancient times mobilize their forces against the heroes' allies, even as the adventurers themselves close on their enemies for a final confrontation. After preparing their allies for the impending assault, the heroes must fight their way through the submerged ruins of an ancient weapons facility packed with dangerous guardians and unstable magic to stop their monstrous foes before the veiled masters unleash a devastating eldritch attack to exterminate humanity and plunge the world into darkness just as they did when they brought Azlant to ruin so long ago."
War for the Crown,https://pathfinderwiki.com/wiki/War_for_the_Crown,Crownfall,https://pathfinderwiki.com/wiki/Crownfall,"As the entire capital city gathers to celebrate, conspiracy and stagnation rot the old empire of Taldor to its core! When a high-minded cabal of senators and nobles try to steer their nation away from disaster, Emperor Stavian III himself orders a bloodbath in the Senate halls, trapping neophyte spies inside layer upon layer of magical security. As tensions rise and the emperor falls, can the heroes escape the forgotten halls beneath the Senate and save the heir to Taldor from an assassin's blade? And even then, can anyone prevent a civil war that will tear the Inner Sea's oldest nation apart at its rotting seams?"
War for the Crown,https://pathfinderwiki.com/wiki/War_for_the_Crown,"Songbird, Scion, Saboteur","https://pathfinderwiki.com/wiki/Songbird,_Scion,_Saboteur","As newly-appointed agents in Taldor's escalating struggle for succession, the heroes must help their Princess Eutropia build a power base by reclaiming her family's land from squatters?the debased Lotheed family, who feast as their subjects starve and their infrastructure crumbles. Can the heroes infiltrate the high-society of Meratt County through its extravagant balls and tournaments, while secretly undermining Count Bartelby Lotheed's authority, or will their clandestine attempts to repair the damage done and woo allies ultimately lead them to the headsman's blade?"
War for the Crown,https://pathfinderwiki.com/wiki/War_for_the_Crown,The Twilight Child,https://pathfinderwiki.com/wiki/The_Twilight_Child,"After dealing with the Lotheed family of Meratt County, the PCs head to the city of Yanmass to learn that an imperialist merchant has begun a political campaign against Princess Eutropia. In addition to this political struggle, the heroes discover that the city is plagued with other troubles, including increased threats from Qadiran bandits, the disappearance of skilled Taldan cavalry, a plague of disturbing nightmares, and the rise of a mysterious cult who worships a figure known as the Twilight Child. Can the adventurers unravel the mysteries and solve the city's problems while supporting their patron's push for the throne, or will they fall victim to knives in the dark?"
War for the Crown,https://pathfinderwiki.com/wiki/War_for_the_Crown,City in the Lion's Eye,https://pathfinderwiki.com/wiki/City_in_the_Lion%27s_Eye,"Princess Eutropia's rival for the throne of Taldor plans to plunge the nation into war to rally the people behind him, threatening to kill untold thousands in a battle not for ideals or security, but pure vanity. From the fortress-city of Zimar, General Pythareus commands the overwhelming army of Taldor, and one of the most ruthless spymasters the world has ever known. Even with the resources of the legendary Lion Blades beside them, can the PCs hope to outmaneuver a faceless conspiracy and end the War for the Crown once and for all, or will Taldor descend once more into a thousand-year orgy of violence?"
War for the Crown,https://pathfinderwiki.com/wiki/War_for_the_Crown,The Reaper's Right Hand,https://pathfinderwiki.com/wiki/The_Reaper%27s_Right_Hand,"The War for the Crown has mutated into a war of mutually assured destruction that may tear all of Taldor down. To save the nation - and perhaps their own conscience - the heroes must slip their mortal bonds and find the First Emperor of Taldor in the infinite planar city of Axis. But things are not as they should be in the First Emperor's resplendent halls. Can the heroes save not just Taldor, but the legend who founded it, or will they discover the hard way that even a city of light casts long shadows?"
War for the Crown,https://pathfinderwiki.com/wiki/War_for_the_Crown,The Six-Legend Soul,https://pathfinderwiki.com/wiki/The_Six-Legend_Soul,"With the validity of the Stavian royal line confirmed, the heroes return to Taldor to discover horrible machinations transpired in their absence, and they must now face the cunning secret society, the Immaculate Circle, to recover the soul of their departed benefactor. But as they return triumphant, they find themselves not celebrated but hated, hunted, and accused of regicide. To set the world right and end the War for the Crown, the heroes must confront not one but six of Taldor's greatest emperors, resurrected from the past by equal parts malice and hubris!"
Return of the Runelords,https://pathfinderwiki.com/wiki/Return_of_the_Runelords,Secrets of Roderic's Cove,https://pathfinderwiki.com/wiki/Secrets_of_Roderic%27s_Cove,"The Return of the Runelords Adventure Path begins here, in the pine-shaded port town of Roderic's Cove. Grudges and gossip are ever present in small town life, and Roderic's Cove is no different. The town has seen its share of troubles in the past with Riddleport pirates and a haunting by the town's founder, and now those tensions are bubbling up again. After a deadly brawl breaks out, the heroes must piece together what troubles the small town. Along the way, they stumble upon something larger than faction squabbles among the townsfolk?an ancient smoldering threat has flared to life. The powerful ancient wizards who once ruled this land are returning!"
Return of the Runelords,https://pathfinderwiki.com/wiki/Return_of_the_Runelords,It Came from Hollow Mountain,https://pathfinderwiki.com/wiki/It_Came_from_Hollow_Mountain,"The Return of the Runelords Adventure Path continues as the heroes travel south to the city of Magnimar with disturbing news?the ancient runelords of Thassilon are awakening! With Varisia's greatest heroes on a secret mission, the task of following up on these rumors falls to a new generation of heroes who must brave the dangers of Hollow Mountain, one of Varisia's most notorious ruins. What secrets await discovery within this sprawling dungeon complex, and is it already too late to halt the return of the Runelords?"
Return of the Runelords,https://pathfinderwiki.com/wiki/Return_of_the_Runelords,Runeplague,https://pathfinderwiki.com/wiki/Runeplague,"The Return of the Runelords Adventure Path continues as the heroes discover a nefarious plot to spread a magical plague through Varisia's greatest cities. As they travel the breadth and width of the land, they not only face cultists eager to transform people into monsters, but the spreading influence of other runelords as their agents stir to life. Will the heroes be able to halt the resurrection of one runelord and the rebirth of another, or will they become monstrous minions of the Polymorph Plague themsleves?"
Return of the Runelords,https://pathfinderwiki.com/wiki/Return_of_the_Runelords,Temple of the Peacock Spirit,https://pathfinderwiki.com/wiki/Temple_of_the_Peacock_Spirit,"The Return of the Runelords Adventure Path continues as the heroes turn their attention to the cult of the Peacock Spirit, a mysterious and dangerous group whose remote mountain temple holds shocking secrets and terrible dangers. By braving the perils of the Temple of the Peacock Spirit, the heroes might just be able to prevent a truly mythic foe from emerging into the world."
Return of the Runelords,https://pathfinderwiki.com/wiki/Return_of_the_Runelords,The City Outside of Time,https://pathfinderwiki.com/wiki/The_City_Outside_of_Time,"The Return of the Runelords Adventure Path continues as the heroes must infiltrate the icy realm of a terrible demigod on the Shadow Plane to perform the ritual needed to enter an ancient, time-locked Thassilonian city. Once there, the heroes must navigate a complex web of intrigue, politics, and looming threats to find the key to saving a storied nation from the wrath of a runelord!"
Return of the Runelords,https://pathfinderwiki.com/wiki/Return_of_the_Runelords,Rise of New Thassilon,https://pathfinderwiki.com/wiki/Rise_of_New_Thassilon,"The Return of the Runelords Adventure Path concludes as the heroes take steps to confront Alaznist, the runelord of wrath. But Alaznist is more than just a deadly wizard?she's meddled with the flow of time itself, and before she can be stopped, the heroes must do what they can to restore the damage she caused. What strange mysteries and dangers await in the depths of time itself, and what role will New Thassilon play in the world to come?"
Tyrant's Grasp,https://pathfinderwiki.com/wiki/Tyrant%27s_Grasp_(adventure_path),The Dead Roads,https://pathfinderwiki.com/wiki/The_Dead_Roads,"The calamitous return of the lich-king known as the Whispering Tyrant pitches the heroes into the land of the dead, but alive and intact. When the psychopomps?guides for the deceased?are at a loss to explain their unusual arrival, the heroes must navigate a treacherous landscape along the secret Dead Roads that tie the afterlife to the living world. Can the heroes survive otherworldly dangers and return to life, or will they fall to the reaper?"
Tyrant's Grasp,https://pathfinderwiki.com/wiki/Tyrant%27s_Grasp_(adventure_path),Eulogy for Roslar's Coffer,https://pathfinderwiki.com/wiki/Eulogy_for_Roslar%27s_Coffer,"Returning to the land of the living, the PCs explore the ruins of the town of Roslar's Coffer, the center of the devastating blast that sent them to the afterlife. Populated with newly risen undead, twisted creatures, and cultists of the Whispering Way, Roslar's Coffer offers danger around every corner. Will the PCs be able to escape the clouds of poisonous fog that encompas the town to warn the rest of the world of the rising threat to all life?"
Tyrant's Grasp,https://pathfinderwiki.com/wiki/Tyrant%27s_Grasp_(adventure_path),Last Watch,https://pathfinderwiki.com/wiki/Last_Watch,"Having learned that the undead-obsessed Whispering Way was behind the attack on the remote village of Roslar's Coffer, the heroes head to the city of Vigil to alert the goodly Knights of Ozem. The paladins of that city have their own troubles, however, and are inclined to dismiss the heroes' dire warnings as fanciful tales. The heroes must prove that the threat posed by the Whispering Tyrant's agents is all too real and confront the troubles facing Vigil to avert another disaster."
Tyrant's Grasp,https://pathfinderwiki.com/wiki/Tyrant%27s_Grasp_(adventure_path),Gardens of Gallowspire,https://pathfinderwiki.com/wiki/Gardens_of_Gallowspire,"As the heroes escort survivors from the doomed city of Vigil, they receive an urgent message from their mysterious patron. The Whispering Tyrant is working his way free of his imprisonment in Gallowspire, and the time is at hand to strike! The heroes must venture into the haunted lands of Virlych to confront the mighty lich-lord before he recovers his full power, and before he can unleash another horrid blast of his devastating super-weapon, the Radiant Fire."
